Syntax version=4																
Thu Apr 25 23:25:47 2019																
Starting process (3801787 clocks per sec)																
																
LogRawData=false																
VarHeader=1																
D:		Ax	Ay	Az	Gx	Gy	Gz	Mx	My	Mz	TbY	TbP	TbR	ts		
D:	time(ms)	"(0x20000404,6)"	"(0x20000408,6)"	"(0x2000040c,6)"	"(0x20000410,6)"	"(0x20000414,6)"	"(0x20000418,6)"	"(0x2000041c,6)"	"(0x20000420,6)"	"(0x20000424,6)"	"(0x200002f4,6)"	"(0x200002ec,6)"	"(0x200002f0,6)"			
D:	3958.29	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	8.03		
D:	3966.26	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	7.97		
D:	3974.38	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	8.12		
D:	3982.25	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	7.87		
D:	3990.96	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	8.71		
D:	3998.26	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	7.3		
D:	4006.25	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	7.99		
D:	4014.26	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	8.01		
D:	4022.26	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	8		
D:	4030.3	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	8.04		
D:	4038.29	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	7.99		
D:	4046.26	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	7.97		
D:	4054.3	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	8.04		
D:	4062.27	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	7.97		
D:	4070.29	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	8.02		
D:	4078.27	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	7.98		
D:	4086.3	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	8.03		
D:	4094.27	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	7.97		
D:	4102.28	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	8.01		
D:	4110.27	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	7.99		
D:	4118.29	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	26.504349	-16	-147	-110	-96.211823	-1.146472	-17.61544	8.02		
D:	4126.3	-0.30543	-4.619622	14.546083	-0.556522	-8.417392	4.521739	-24	-151	-100	-99.031075	49.15583	-25.543736	8.01		
D:	4134.29	3.81787	-2.176186	2.481615	6.956522	-3.965217	4.521739	-24	-151	-100	-99.031075	49.15583	-25.543736	7.99		
D:	4142.29	3.81787	-2.176186	2.481615	6.956522	-3.965217	4.521739	-24	-151	-100	-99.031075	49.15583	-25.543736	8		
D:	4150.29	3.81787	-2.176186	2.481615	6.956522	-3.965217	4.521739	-24	-151	-100	-99.031075	49.15583	-25.543736	8		
D:	4158.28	3.81787	-2.176186	2.481615	6.956522	-3.965217	4.521739	-24	-151	-100	-99.031075	49.15583	-25.543736	7.99		
D:	4166.29	3.81787	-2.176186	2.481615	6.956522	-3.965217	4.521739	-24	-151	-100	-99.031075	49.15583	-25.543736	8.01		
D:	4174.29	3.81787	-2.176186	2.481615	6.956522	-3.965217	4.521739	-24	-151	-100	-99.031075	49.15583	-25.543736	8		
D:	4182.28	3.81787	-2.176186	2.481615	6.956522	-3.965217	4.521739	-24	-151	-100	-99.031075	49.15583	-25.543736	7.99		
D:	4190.3	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	8.02		
D:	4198.27	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	7.97		
D:	4206.28	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	8.01		
D:	4214.36	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	8.08		
D:	4222.29	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	7.93		
D:	4230.28	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	7.99		
D:	4238.28	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	8		
D:	4246.31	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	8.03		
D:	4254.29	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	7.98		
D:	4262.26	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	7.97		
D:	4270.26	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	8		
D:	4278.26	3.932406	-0.458144	0.114536	7.165217	-0.834783	0.208696	-25	-152	-99	-99.340027	83.152115	-6.642486	8		
D:	4286.29	3.932406	-0.458144	0.114536	7.165217	-0.834783	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8.03		
D:	4294.27	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	7.98		
D:	4302.26	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	7.99		
D:	4310.29	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8.03		
D:	4318.29	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8		
D:	4326.27	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	7.98		
D:	4334.29	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8.02		
D:	4342.37	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8.08		
D:	4350.28	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	7.91		
D:	4358.32	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8.04		
D:	4366.26	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	7.94		
D:	4374.29	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8.03		
D:	4382.29	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8		
D:	4390.3	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8.01		
D:	4398.28	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	7.98		
D:	4406.26	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	7.98		
D:	4414.28	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8.02		
D:	4422.28	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8		
D:	4430.26	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	7.98		
D:	4438.29	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-148	-107	-97.315521	1.111463	-14.797295	8.03		
D:	4446.28	0.229072	-3.016117	11.41543	0.417391	-5.495652	20.799999	-19	-145	-110	-97.465187	8.690472	-27.563595	7.99		
D:	4454.28	1.221718	-3.741512	7.063059	2.226087	-6.817391	12.869565	-19	-145	-110	-97.465187	8.690472	-27.563595	8		
D:	4462.33	1.221718	-3.741512	7.063059	2.226087	-6.817391	12.869565	-19	-145	-110	-97.465187	8.690472	-27.563595	8.05		
D:	4470.26	1.221718	-3.741512	7.063059	2.226087	-6.817391	12.869565	-19	-145	-110	-97.465187	8.690472	-27.563595	7.93		
D:	4478.32	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	8.06		
D:	4486.26	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	7.94		
D:	4494.26	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	8		
D:	4502.26	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	8		
D:	4510.29	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	8.03		
D:	4518.29	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	8		
D:	4526.28	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	7.99		
D:	4534.28	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	8		
D:	4542.35	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	8.07		
D:	4550.27	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	7.92		
D:	4558.28	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	8.01		
D:	4566.28	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-97.465187	23.888094	-26.489494	8		
D:	4574.31	2.63433	-2.901581	5.192303	4.8	-5.286956	9.46087	-19	-145	-110	-99.94429	64.310066	-8.27252	8.03		
D:	4582.28	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	7.97		
D:	4590.34	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	8.06		
D:	4598.25	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	7.91		
D:	4606.25	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	8		
D:	4614.25	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	8		
D:	4622.28	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	8.03		
D:	4630.26	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	7.98		
D:	4638.26	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	8		
D:	4646.28	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	8.02		
D:	4654.26	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	7.98		
D:	4662.25	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	7.99		
D:	4670.28	4.543265	-0.725395	2.06165	8.278261	-1.321739	3.756522	-27	-154	-96	-99.94429	64.310066	-8.27252	8.03		
D:	4678.25	3.321547	-2.63433	6.223128	6.052174	-4.8	11.33913	-21	-149	-106	-98.022392	26.174927	-20.478039	7.97		
D:	4686.25	3.321547	-2.63433	6.223128	6.052174	-4.8	11.33913	-21	-149	-106	-98.022392	23.736835	-22.840061	8		
D:	4694.25	3.207011	-3.092474	6.604915	5.843478	-5.634783	12.034782	-21	-149	-106	-98.022392	18.187986	-20.557835	8		
D:	4703.27	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-98.022392	18.187986	-20.557835	9.02		
D:	4715.31	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-98.022392	18.187986	-20.557835	12.04		
D:	4723.25	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-98.022392	18.187986	-20.557835	7.94		
D:	4731.25	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-98.022392	18.187986	-20.557835	8		
D:	4739.23	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-98.022392	18.187986	-20.557835	7.98		
D:	4747.24	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-98.022392	18.187986	-20.557835	8.01		
D:	4755.24	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-98.022392	18.187986	-20.557835	8		
D:	4763.28	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-98.022392	18.187986	-20.557835	8.04		
D:	4771.27	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-98.022392	18.187986	-20.557835	7.99		
D:	4779.25	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-98.022392	18.187986	-20.557835	7.98		
D:	4787.28	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-98.022392	18.187986	-20.557835	8.03		
D:	4795.24	2.443437	-2.748866	6.910344	4.452174	-5.008696	12.591305	-21	-149	-106	-95.946861	-2.747932	-21.143627	7.96		
D:	4803.23	-0.801753	-6.032234	15.576908	-1.46087	-10.991304	28.382608	-15	-144	-115	-94.398705	-2.770891	-22.75172	7.99		
D:	4811.23	-0.763574	-6.108592	14.546083	-1.391304	-11.130435	26.504349	-11	-143	-117	-94.398705	-2.770891	-22.75172	8		
D:	4819.23	-1.565327	-4.886873	13.706152	-2.852174	-8.904347	24.973913	-11	-143	-117	-94.398705	-6.139869	-19.506348	8		
D:	4827.24	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	8.01		
D:	4835.37	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	8.13		
D:	4843.27	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	7.9		
D:	4851.25	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	7.98		
D:	4859.25	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	8		
D:	4867.24	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	7.99		
D:	4875.28	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	8.04		
D:	4883.27	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	7.99		
D:	4891.27	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	8		
D:	4899.36	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	8.09		
D:	4907.29	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	7.93		
D:	4915.27	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	7.98		
D:	4923.27	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	8		
D:	4931.27	-2.023471	-3.703334	13.248008	-3.686956	-6.747826	24.13913	-11	-143	-117	-94.398705	-8.368114	-15.447297	8		
D:	4939.29	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8.02		
D:	4947.32	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8.03		
D:	4955.24	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	7.92		
D:	4963.27	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8.03		
D:	4971.24	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	7.97		
D:	4979.27	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8.03		
D:	4987.27	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8		
D:	4995.36	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8.09		
D:	5003.27	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	7.91		
D:	5011.26	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	7.99		
D:	5019.29	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8.03		
D:	5027.25	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	7.96		
D:	5035.24	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	7.99		
D:	5043.24	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8		
D:	5051.24	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8		
D:	5059.27	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8.03		
D:	5067.26	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	7.99		
D:	5075.34	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8.08		
D:	5083.24	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	7.9		
D:	5091.34	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8.1		
D:	5099.26	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	7.92		
D:	5107.24	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	7.98		
D:	5115.24	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8		
D:	5123.27	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	8.03		
D:	5131.24	2.557973	-2.481615	4.963231	4.66087	-4.521739	9.043478	-17	-145	-112	-96.686905	24.748474	-23.962521	7.97		
D:	5139.24	1.259897	-1.832577	5.306839	2.295652	-3.33913	9.669565	-20	-145	-112	-97.85331	12.648025	-18.571569	8		
D:	5147.26	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	8.02		
D:	5155.27	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	8.01		
D:	5163.28	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	8.01		
D:	5171.27	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	7.99		
D:	5179.24	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	7.97		
D:	5187.24	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	8		
D:	5195.3	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	8.06		
D:	5203.24	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	7.94		
D:	5211.27	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	8.03		
D:	5219.28	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	8.01		
D:	5227.27	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	7.99		
D:	5235.26	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-97.85331	4.909522	-29.277695	7.99		
D:	5243.26	0.534502	-3.054296	5.421375	0.973913	-5.565217	9.878261	-20	-145	-112	-93.7314	-7.595774	-25.023281	8		
D:	5251.25	-2.099828	-6.719451	14.240654	-3.826087	-12.243478	25.947826	-9	-138	-123	-93.7314	-7.595774	-25.023281	7.99		
D:	5259.26	-2.557973	-5.459554	13.591617	-4.66087	-9.947826	24.765217	-7	-136	-125	-92.946442	-9.906214	-21.54188	8.01		
D:	5267.26	-2.290722	-5.421375	13.47708	-4.173913	-9.878261	24.556522	-7	-136	-125	-92.946442	-8.961247	-21.632208	8		
D:	5275.35	-2.290722	-5.421375	13.47708	-4.173913	-9.878261	24.556522	-7	-136	-125	-92.946442	-7.28351	-24.750393	8.09		
D:	5283.26	-1.641684	-5.421375	11.644503	-3.826087	-9.947826	23.095652	-7	-136	-125	-92.946442	-7.28351	-24.750393	7.91		
D:	5291.24	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	7.98		
D:	5299.24	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	8		
D:	5307.24	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	8		
D:	5315.23	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	7.99		
D:	5323.25	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	8.02		
D:	5331.26	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	8.01		
D:	5339.25	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	7.99		
D:	5347.26	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	8.01		
D:	5355.26	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	8		
D:	5363.26	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	8		
D:	5371.23	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	7.97		
D:	5379.24	-1.641684	-5.421375	11.644503	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	-7.28351	-24.750393	8.01		
D:	5387.24	2.099828	-3.207011	4.925052	-2.991304	-9.878261	21.217392	-7	-136	-125	-92.946442	19.661095	-30.921284	8		
D:	5395.26	2.099828	-3.207011	4.925052	-2.991304	-9.878261	21.217392	-7	-136	-125	-96.779556	19.661095	-30.921284	8.02		
D:	5403.25	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	7.99		
D:	5411.23	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	7.98		
D:	5419.27	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	8.04		
D:	5427.24	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	7.97		
D:	5435.3	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	8.06		
D:	5443.23	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	7.93		
D:	5451.23	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	8		
D:	5459.26	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	8.03		
D:	5467.26	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	8		
D:	5475.27	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	8.01		
D:	5483.24	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	7.97		
D:	5491.26	2.099828	-3.207011	4.925052	3.826087	-5.843478	8.973913	-17	-143	-115	-96.779556	19.661095	-30.921284	8.02		
